"","SPECIES.NAME","freq"
"400","European Roller | Coracias garrulus",0.000220082530949106
"401","Lesser Sand-Plover | Charadrius mongolus",0.000220082530949106
"402","Slaty-legged Crake | Rallina eurizonoides",0.000220082530949106
"403","Streaked Weaver | Ploceus manyar",0.000220082530949106
"404","Yellow Bittern | Ixobrychus sinensis",0.000220082530949106
"405","Ashy Minivet | Pericrocotus divaricatus",0.000192572214580468
"406","Black-headed Gull | Chroicocephalus ridibundus",0.000192572214580468
"407","Brown Rock Chat (Indian Chat) | Cercomela fusca",0.000192572214580468
"408","Caspian Tern | Hydroprogne caspia",0.000192572214580468
"409","Comb Duck (Knob-billed Duck) | Sarkidiornis melanotos",0.000192572214580468
"410","Common Tern | Sterna hirundo",0.000192572214580468
"411","Orange-breasted Pigeon | Treron bicinctus",0.000165061898211829
"412","Pied Thrush | Geokichla wardii",0.000165061898211829
"413","Plain Flowerpecker | Dicaeum minullum",0.000165061898211829
"414","Short-eared Owl | Asio flammeus",0.000165061898211829
"415","Bank Myna | Acridotheres ginginianus",0.000137551581843191
"416","Common Hill Myna | Gracula religiosa",0.000137551581843191
"417","Greater Painted-Snipe | Rostratula benghalensis",0.000137551581843191
"418","Long-legged Buzzard | Buteo rufinus",0.000137551581843191
"419","Tickell's Thrush | Turdus unicolor",0.000137551581843191
"420","White-eared Bulbul | Pycnonotus leucotis",0.000137551581843191
"421","Yellow-browed Warbler | Phylloscopus inornatus",0.000137551581843191
"422","Black-tailed Godwit | Limosa limosa",0.000110041265474553
"423","Rufous-fronted Prinia | Prinia buchanani",0.000110041265474553
"424","Syke's Short-toed Lark | Calandrella dukhunensis",0.000110041265474553
"425","Desert Wheatear | Oenanthe deserti",8.25309491059147e-05
"426","Dunlin | Calidris alpina",8.25309491059147e-05
"427","Eurasian Woodcock | Scolopax rusticola",8.25309491059147e-05
"428","Greater Flamingo | Phoenicopterus roseus",8.25309491059147e-05
"429","Grey-throated Martin | Riparia chinensis",8.25309491059147e-05
"430","Little Tern | Sternula albifrons",8.25309491059147e-05
"431","Pallas's Gull | Ichthyaetus ichthyaetus",8.25309491059147e-05
"432","Black-bellied Tern | Sterna acuticauda",5.50206327372765e-05
"433","Crimson Sunbird | Aethopyga siparaja",5.50206327372765e-05
"434","Grey-headed Lapwing | Vanellus cinereus",5.50206327372765e-05
"435","Himalayan Black Bulbul | Hypsipetes leucocephalus",5.50206327372765e-05
"436","Indian Courser | Cursorius coromandelicus",5.50206327372765e-05
"437","Pacific Golden-Plover | Pluvialis fulva",5.50206327372765e-05
"438","Ruff | Calidris pugnax",5.50206327372765e-05
"439","Slaty-breasted Rail | Gallirallus striatus",5.50206327372765e-05
"440","Terek Sandpiper | Xenus cinereus",5.50206327372765e-05
"441","Asian Desert Warbler | Sylvia nana",2.75103163686382e-05
"442","Blue-and-white Flycatcher | Cyanoptila cyanomelana",2.75103163686382e-05
"443","Chestnut-bellied Sandgrouse | Pterocles exustus",2.75103163686382e-05
"444","Common Quail | Coturnix coturnix",2.75103163686382e-05
"445","Crested Lark | Galerida cristata",2.75103163686382e-05
"446","Curlew Sandpiper | Calidris ferruginea",2.75103163686382e-05
"447","Dusky Warbler | Phylloscopus fuscatus",2.75103163686382e-05
"448","Eastern Orphean Warbler | Sylvia crassirostris",2.75103163686382e-05
"449","Eyebrowed Thrush | Turdus obscurus",2.75103163686382e-05
"450","Ferruginous Duck (Ferruginous Pochard) | Aythya nyroca",2.75103163686382e-05
"451","Fulvous Whistling-Duck | Dendrocygna bicolor",2.75103163686382e-05
"452","Great Crested Tern | Thalasseus bergii",2.75103163686382e-05
"453","Great Knot | Calidris tenuirostris",2.75103163686382e-05
"454","Lesser Black-backed Gull | Larus fuscus",2.75103163686382e-05
"455","Lesser Cuckoo | Cuculus poliocephalus",2.75103163686382e-05
"456","Lesser Flamingo | Phoeniconaias minor",2.75103163686382e-05
"457","Long-tailed Jaeger | Stercorarius longicaudus",2.75103163686382e-05
"458","Marbled Teal (Marbled Duck) | Marmaronetta angustirostris",2.75103163686382e-05
"459","Oriental Hobby | Falco severus",2.75103163686382e-05
"460","Oriental Pratincole | Glareola maldivarum",2.75103163686382e-05
"461","Pacific Swift | Apus pacificus",2.75103163686382e-05
"462","Painted Sandgrouse | Pterocles indicus",2.75103163686382e-05
"463","Red-crested Pochard | Netta rufina",2.75103163686382e-05
"464","Sarus Crane | Antigone antigone",2.75103163686382e-05
"465","Singing Bushlark | Mirafra cantillans",2.75103163686382e-05
"466","Slender-billed Gull | Chroicocephalus genei",2.75103163686382e-05
"467","Whimbrel | Numenius phaeopus",2.75103163686382e-05
"468","White Stork | Ciconia ciconia",2.75103163686382e-05
